"";"instant";"dteday";"season";"yr";"mnth";"hr";"holiday";"weekday";"workingday";"weathersit";"temp";"atemp";"hum";"windspeed";"casual";"registered";"cnt"
"8101";8101;"2011-12-09";4;0;12;4;0;5;1;1;0,22;0,2727;0,8;0;1;1;2
"7635";7635;"2011-11-19";4;0;11;17;0;6;0;1;0,4;0,4091;0,4;0,194;61;171;232
"13045";13045;"2012-07-02";3;1;7;17;0;1;1;1;0,84;0,7273;0,32;0,1343;82;665;747
"14506";14506;"2012-09-01";3;1;9;14;0;6;0;2;0,86;0,7879;0,44;0,1642;240;274;514
"6798";6798;"2011-10-15";4;0;10;19;0;6;0;1;0,5;0,4848;0,51;0,1343;61;177;238
"12290";12290;"2012-06-01";2;1;6;6;0;5;1;3;0,62;0,5606;0,88;0,1343;5;136;141
"7720";7720;"2011-11-23";4;0;11;6;0;3;1;2;0,44;0,4394;1;0;1;68;69
"3777";3777;"2011-06-11";2;0;6;6;0;6;0;1;0,7;0,6515;0,61;0,1343;9;31;40
"10401";10401;"2012-03-14";1;1;3;11;0;3;1;2;0,62;0,6212;0,41;0,1642;65;155;220
"7094";7094;"2011-10-28";4;0;10;4;0;5;1;1;0,3;0,2879;0,65;0,2836;5;5;10
"9311";9311;"2012-01-28";1;1;1;20;0;6;0;1;0,4;0,4091;0,35;0,3881;5;115;120
"10008";10008;"2012-02-27";1;1;2;0;0;1;1;1;0,26;0,2424;0,6;0,2537;2;27;29
"4358";4358;"2011-07-05";3;0;7;11;0;2;1;1;0,78;0,697;0,46;0,1045;75;97;172
"4572";4572;"2011-07-14";3;0;7;9;0;4;1;1;0,68;0,6364;0,47;0,2836;29;195;224
"15381";15381;"2012-10-08";4;1;10;1;1;1;0;1;0,34;0,3333;0,87;0,1642;2;35;37
"15347";15347;"2012-10-06";4;1;10;15;0;6;0;1;0,6;0,6212;0,46;0,4179;279;341;620
"7119";7119;"2011-10-29";4;0;10;5;0;6;0;3;0,26;0,2273;0,93;0,3582;0;1;1
"6728";6728;"2011-10-12";4;0;10;21;0;3;1;3;0,54;0,5152;1;0,1045;9;74;83
"8475";8475;"2011-12-24";1;0;12;18;0;6;0;1;0,3;0,3182;0,42;0,0896;2;33;35
"8965";8965;"2012-01-14";1;1;1;9;0;6;0;1;0,14;0,1667;0,5;0,1045;3;78;81
"6541";6541;"2011-10-05";4;0;10;2;0;3;1;1;0,46;0,4545;0,82;0,1642;1;2;3
"3295";3295;"2011-05-22";2;0;5;4;0;0;0;1;0,5;0,4848;1;0;3;9;12
"5396";5396;"2011-08-17";3;0;8;17;0;3;1;1;0,8;0,7424;0,49;0,2239;46;506;552
"3857";3857;"2011-06-14";2;0;6;14;0;2;1;2;0,64;0,6212;0,47;0,194;41;118;159
"5523";5523;"2011-08-23";3;0;8;0;0;2;1;1;0,6;0,6212;0,43;0,194;13;22;35
"444";444;"2011-01-20";1;0;1;12;0;4;1;2;0,3;0,3333;0,42;0;7;77;84
"5593";5593;"2011-08-25";3;0;8;22;0;4;1;1;0,62;0,5758;0,83;0;21;126;147
"5521";5521;"2011-08-22";3;0;8;22;0;1;1;1;0,64;0,6212;0,38;0,2985;32;121;153
"11885";11885;"2012-05-15";2;1;5;9;0;2;1;2;0,58;0,5455;0,88;0,0896;28;327;355
"11930";11930;"2012-05-17";2;1;5;6;0;4;1;1;0,54;0,5152;0,73;0,3582;10;149;159
"4981";4981;"2011-07-31";3;0;7;10;0;0;0;1;0,84;0,7424;0,36;0,1642;91;163;254
"12013";12013;"2012-05-20";2;1;5;17;0;0;0;1;0,72;0,6515;0,45;0,3284;209;340;549
"6907";6907;"2011-10-20";4;0;10;9;0;4;1;1;0,44;0,4394;0,67;0,5821;26;197;223
"9441";9441;"2012-02-03";1;1;2;6;0;5;1;1;0,24;0,2424;0,65;0,1642;0;88;88
"17294";17294;"2012-12-28";1;1;12;10;0;5;1;2;0,26;0,2424;0,56;0,2537;77;85;162
"8441";8441;"2011-12-23";1;0;12;8;0;5;1;1;0,4;0,4091;0,76;0,2537;9;173;182
"12256";12256;"2012-05-30";2;1;5;20;0;3;1;2;0,54;0,5152;0,6;0,1343;57;374;431
"3265";3265;"2011-05-20";2;0;5;22;0;5;1;1;0,54;0,5152;0,73;0;28;124;152
"10078";10078;"2012-02-29";1;1;2;23;0;3;1;3;0,42;0,4242;0,94;0,2537;3;30;33
"9633";9633;"2012-02-11";1;1;2;7;0;6;0;3;0,22;0,2273;0,93;0,1343;0;19;19
"11948";11948;"2012-05-18";2;1;5;0;0;5;1;1;0,52;0,5;0,59;0,1045;13;57;70
"14863";14863;"2012-09-16";3;1;9;11;0;0;0;1;0,64;0,6212;0,47;0,1642;183;376;559
"6263";6263;"2011-09-23";4;0;9;12;0;5;1;3;0,62;0,5455;0,94;0,1045;1;28;29
"16701";16701;"2012-12-03";4;1;12;15;0;1;1;1;0,6;0,6212;0,56;0;58;210;268
"7848";7848;"2011-11-28";4;0;11;15;0;1;1;1;0,58;0,5455;0,6;0,1642;18;132;150
"7345";7345;"2011-11-07";4;0;11;15;0;1;1;1;0,56;0,5303;0,37;0,1045;38;132;170
"15184";15184;"2012-09-29";4;1;9;20;0;6;0;1;0,52;0,5;0,55;0,194;88;227;315
"2956";2956;"2011-05-08";2;0;5;1;0;0;0;2;0,52;0,5;0,55;0;8;56;64
"638";638;"2011-01-29";1;0;1;20;0;6;0;1;0,18;0,2121;0,74;0,0896;1;42;43
"10225";10225;"2012-03-07";1;1;3;2;0;3;1;1;0,3;0,2879;0,56;0,2836;0;4;4
"11121";11121;"2012-04-13";2;1;4;13;0;5;1;1;0,52;0,5;0,27;0,2836;112;246;358
"1290";1290;"2011-02-26";1;0;2;21;0;6;0;1;0,28;0,2727;0,65;0,2537;9;59;68
"10474";10474;"2012-03-17";1;1;3;12;0;6;0;1;0,56;0,5303;0,68;0,1642;286;365;651
"8802";8802;"2012-01-07";1;1;1;13;0;6;0;1;0,44;0,4394;0,44;0,194;149;296;445
"4959";4959;"2011-07-30";3;0;7;12;0;6;0;1;0,84;0,7273;0,32;0,1642;111;230;341
"3291";3291;"2011-05-22";2;0;5;0;0;0;0;1;0,54;0,5152;0,88;0,1642;31;100;131
"12352";12352;"2012-06-03";2;1;6;20;0;0;0;1;0,66;0,6212;0,39;0,194;84;230;314
"1069";1069;"2011-02-17";1;0;2;6;0;4;1;1;0,3;0,303;0,7;0,1343;3;44;47
"9396";9396;"2012-02-01";1;1;2;9;0;3;1;2;0,36;0,3485;0,71;0,194;9;267;276
"8391";8391;"2011-12-21";1;0;12;6;0;3;1;2;0,36;0,3788;0,87;0;1;75;76
"11532";11532;"2012-04-30";2;1;4;16;0;1;1;1;0,56;0,5303;0,6;0,194;44;303;347
"12351";12351;"2012-06-03";2;1;6;19;0;0;0;1;0,68;0,6364;0,34;0,2836;116;337;453
"10098";10098;"2012-03-01";1;1;3;19;0;4;1;1;0,48;0,4697;0,41;0,3284;11;317;328
"8037";8037;"2011-12-06";4;0;12;12;0;2;1;3;0,46;0,4545;1;0,2239;5;50;55
"5360";5360;"2011-08-16";3;0;8;5;0;2;1;1;0,62;0,5909;0,73;0,2836;1;29;30
"2306";2306;"2011-04-10";2;0;4;22;0;0;0;1;0,44;0,4394;0,94;0,2537;12;45;57
"2599";2599;"2011-04-23";2;0;4;4;0;6;0;3;0,34;0,3636;1;0;2;3;5
"14602";14602;"2012-09-05";3;1;9;14;0;3;1;1;0,82;0,7879;0,56;0,1045;34;177;211
"6222";6222;"2011-09-21";3;0;9;19;0;3;1;3;0,62;0,5455;0,94;0;30;253;283
"13716";13716;"2012-07-30";3;1;7;16;0;1;1;1;0,8;0,7424;0,49;0,2836;88;337;425
"10645";10645;"2012-03-24";2;1;3;15;0;6;0;3;0,5;0,4848;0,94;0,4179;118;172;290
"9452";9452;"2012-02-03";1;1;2;17;0;5;1;1;0,4;0,4091;0,37;0,0896;30;458;488
"15045";15045;"2012-09-24";4;1;9;1;0;1;1;1;0,46;0,4545;0,67;0,1343;6;12;18
"160";160;"2011-01-07";1;0;1;22;0;5;1;2;0,18;0,197;0,43;0,1642;2;34;36
"7156";7156;"2011-10-30";4;0;10;18;0;0;0;1;0,36;0,3485;0,4;0,1343;51;162;213
"17059";17059;"2012-12-18";4;1;12;13;0;2;1;1;0,5;0,4848;0,42;0,2836;51;235;286
"5954";5954;"2011-09-10";3;0;9;14;0;6;0;1;0,74;0,6818;0,55;0,2836;129;230;359
"11268";11268;"2012-04-19";2;1;4;16;0;4;1;1;0,62;0,6212;0,41;0,1045;63;324;387
"1966";1966;"2011-03-27";2;0;3;17;0;0;0;1;0,32;0,303;0,31;0,2537;50;109;159
"779";779;"2011-02-04";1;0;2;21;0;5;1;2;0,24;0,2424;0,7;0,1642;2;41;43
"2104";2104;"2011-04-02";2;0;4;12;0;6;0;3;0,32;0,3333;0,81;0,1343;84;100;184
"2399";2399;"2011-04-14";2;0;4;20;0;4;1;1;0,5;0,4848;0,51;0,194;22;147;169
"1065";1065;"2011-02-17";1;0;2;2;0;4;1;2;0,34;0,3182;0,53;0,2239;2;4;6
"50";50;"2011-01-03";1;0;1;4;0;1;1;1;0,16;0,1364;0,47;0,3881;0;1;1
"1411";1411;"2011-03-04";1;0;3;1;0;5;1;2;0,18;0,1818;0,64;0,194;0;4;4
"7967";7967;"2011-12-03";4;0;12;14;0;6;0;1;0,36;0,3788;0,46;0;92;251;343
"12904";12904;"2012-06-26";3;1;6;20;0;2;1;1;0,7;0,6364;0,3;0,2836;88;417;505
"5718";5718;"2011-08-31";3;0;8;16;0;3;1;1;0,74;0,6667;0,42;0,1343;46;263;309
"8980";8980;"2012-01-15";1;1;1;0;0;0;0;1;0,16;0,1364;0,47;0,3284;9;50;59
"12589";12589;"2012-06-13";2;1;6;17;0;3;1;1;0,72;0,6515;0,32;0,4925;75;782;857
"8631";8631;"2011-12-31";1;0;12;9;0;6;0;1;0,38;0,3939;0,76;0;18;72;90
"7243";7243;"2011-11-03";4;0;11;9;0;4;1;2;0,36;0,3485;0,81;0,194;9;155;164
"2807";2807;"2011-05-01";2;0;5;20;0;0;0;2;0,46;0,4545;0,82;0;35;86;121
"5559";5559;"2011-08-24";3;0;8;12;0;3;1;1;0,74;0,6818;0,55;0,3284;60;175;235
"14775";14775;"2012-09-12";3;1;9;19;0;3;1;1;0,64;0,6212;0,5;0,194;78;557;635
"15024";15024;"2012-09-23";4;1;9;4;0;0;0;1;0,46;0,4545;0,55;0,2239;1;9;10
"2869";2869;"2011-05-04";2;0;5;10;0;3;1;2;0,34;0,3182;0,93;0,2836;5;26;31
"11324";11324;"2012-04-22";2;1;4;0;0;0;0;2;0,46;0,4545;0,82;0,194;32;85;117
"2090";2090;"2011-04-01";2;0;4;22;0;5;1;1;0,3;0,303;0,56;0,1642;10;64;74
"9665";9665;"2012-02-12";1;1;2;15;0;0;0;1;0,16;0,1212;0,4;0,5522;5;150;155
"2137";2137;"2011-04-03";2;0;4;21;0;0;0;2;0,42;0,4242;0,44;0,2239;8;37;45
"11347";11347;"2012-04-22";2;1;4;23;0;0;0;3;0,36;0,3182;0,81;0,4627;0;17;17
"3808";3808;"2011-06-12";2;0;6;13;0;0;0;1;0,78;0,7424;0,59;0,2836;109;264;373
"14119";14119;"2012-08-16";3;1;8;11;0;4;1;1;0,76;0,6667;0,37;0,0896;83;191;274
"3793";3793;"2011-06-11";2;0;6;22;0;6;0;1;0,66;0,6061;0,78;0,2239;53;137;190
"10359";10359;"2012-03-12";1;1;3;17;0;1;1;2;0,62;0,6212;0,38;0,4179;87;557;644
"14776";14776;"2012-09-12";3;1;9;20;0;3;1;1;0,62;0,6212;0,57;0,1343;38;432;470
"14134";14134;"2012-08-17";3;1;8;2;0;5;1;1;0,66;0,2424;0,61;0,1343;4;15;19
"15306";15306;"2012-10-04";4;1;10;22;0;4;1;1;0,64;0,6212;0,47;0,1343;29;203;232
"524";524;"2011-01-23";1;0;1;22;0;0;0;1;0,08;0,0909;0,38;0,194;5;23;28
"12219";12219;"2012-05-29";2;1;5;7;0;2;1;1;0,66;0,6061;0,78;0,2239;19;431;450
"12149";12149;"2012-05-26";2;1;5;9;0;6;0;1;0,64;0,5758;0,83;0,194;97;192;289
"16733";16733;"2012-12-04";4;1;12;23;0;2;1;1;0,48;0,4697;0,67;0,2537;5;91;96
"5025";5025;"2011-08-02";3;0;8;6;0;2;1;1;0,68;0,6364;0,69;0,1045;12;105;117
"5314";5314;"2011-08-14";3;0;8;7;0;0;0;2;0,66;0,5909;0,89;0,194;4;20;24
"5109";5109;"2011-08-05";3;0;8;18;0;5;1;1;0,76;0,697;0,52;0,2537;105;361;466
"10952";10952;"2012-04-06";2;1;4;11;0;5;1;1;0,4;0,4091;0,37;0,2985;112;179;291
"4020";4020;"2011-06-21";3;0;6;9;0;2;1;2;0,62;0,5606;0,88;0,2537;32;243;275
"11211";11211;"2012-04-17";2;1;4;7;0;2;1;1;0,6;0,6212;0,43;0,2537;18;443;461
"566";566;"2011-01-25";1;0;1;18;0;2;1;2;0,3;0,3182;0,49;0,0896;7;218;225
"2166";2166;"2011-04-05";2;0;4;2;0;2;1;2;0,54;0,5152;0,73;0,3284;0;5;5
"9089";9089;"2012-01-19";1;1;1;14;0;4;1;1;0,24;0,2273;0,44;0,194;15;104;119
"2731";2731;"2011-04-28";2;0;4;16;0;4;1;1;0,62;0,5909;0,78;0,2537;42;228;270
"12910";12910;"2012-06-27";3;1;6;2;0;3;1;1;0,56;0,5303;0,49;0,1343;2;12;14
"457";457;"2011-01-21";1;0;1;1;0;5;1;2;0,24;0,2273;0,7;0,2537;0;6;6
"12277";12277;"2012-05-31";2;1;5;17;0;4;1;1;0,76;0,6667;0,31;0,1642;85;742;827
"14658";14658;"2012-09-07";3;1;9;22;0;5;1;1;0,7;0,6667;0,74;0,2239;52;247;299
"9839";9839;"2012-02-19";1;1;2;21;0;0;0;3;0,26;0,2576;0,65;0,1642;3;33;36
"17140";17140;"2012-12-21";1;1;12;22;0;5;1;1;0,26;0,2273;0,44;0,2985;6;57;63
"12372";12372;"2012-06-04";2;1;6;16;0;1;1;1;0,66;0,6212;0,39;0,4627;73;375;448
"6402";6402;"2011-09-29";4;0;9;7;0;4;1;1;0,6;0,5455;0,88;0,1343;14;269;283
"2234";2234;"2011-04-07";2;0;4;22;0;4;1;2;0,4;0,4091;0,76;0,194;18;63;81
"5698";5698;"2011-08-30";3;0;8;20;0;2;1;1;0,66;0,6212;0,5;0;39;259;298
"7240";7240;"2011-11-03";4;0;11;6;0;4;1;1;0,34;0,3333;0,76;0,194;3;96;99
"1734";1734;"2011-03-17";1;0;3;21;0;4;1;1;0,42;0,4242;0,62;0,2239;19;119;138
"6120";6120;"2011-09-17";3;0;9;13;0;6;0;2;0,52;0,5;0,68;0,194;124;225;349
"13114";13114;"2012-07-05";3;1;7;14;0;4;1;1;0,92;0,8333;0,33;0,3284;87;154;241
"14053";14053;"2012-08-13";3;1;8;17;0;1;1;1;0,8;0,7121;0,36;0,1642;102;716;818
"12530";12530;"2012-06-11";2;1;6;6;0;1;1;1;0,62;0,5758;0,83;0,1045;8;136;144
"1319";1319;"2011-02-28";1;0;2;5;0;1;1;2;0,34;0,3636;0,93;0;1;4;5
"5792";5792;"2011-09-03";3;0;9;18;0;6;0;1;0,72;0,6818;0,7;0,1642;160;179;339
"6420";6420;"2011-09-30";4;0;9;1;0;5;1;1;0,52;0,5;0,77;0,0896;5;18;23
"16511";16511;"2012-11-25";4;1;11;16;0;0;0;1;0,3;0,2879;0,39;0,2239;25;203;228
"10675";10675;"2012-03-25";2;1;3;21;0;0;0;1;0,48;0,4697;0,77;0,1642;25;124;149
"8995";8995;"2012-01-15";1;1;1;15;0;0;0;1;0,22;0,2273;0,27;0,194;33;173;206
"6744";6744;"2011-10-13";4;0;10;13;0;4;1;2;0,64;0,5758;0,83;0,1642;20;142;162
"13396";13396;"2012-07-17";3;1;7;8;0;2;1;2;0,8;0,7576;0,55;0;43;618;661
"1672";1672;"2011-03-15";1;0;3;6;0;2;1;1;0,22;0,2273;0,8;0,194;3;32;35
"7858";7858;"2011-11-29";4;0;11;1;0;2;1;1;0,52;0,5;0,83;0,0896;1;16;17
"2294";2294;"2011-04-10";2;0;4;10;0;0;0;2;0,4;0,4091;0,87;0;69;81;150
"6051";6051;"2011-09-14";3;0;9;16;0;3;1;1;0,76;0,697;0,52;0,2836;36;241;277
"2327";2327;"2011-04-11";2;0;4;20;0;1;1;1;0,68;0,6364;0,57;0,5224;44;122;166
"5674";5674;"2011-08-29";3;0;8;20;0;1;1;1;0,64;0,6212;0,53;0,1642;50;227;277
"5208";5208;"2011-08-09";3;0;8;21;0;2;1;1;0,78;0,697;0,46;0,2537;46;184;230
"7504";7504;"2011-11-14";4;0;11;6;0;1;1;2;0,44;0,4394;0,72;0,2239;10;104;114
"2006";2006;"2011-03-29";2;0;3;10;0;2;1;1;0,3;0,2727;0,24;0,2985;13;46;59
"10926";10926;"2012-04-05";2;1;4;9;0;4;1;1;0,4;0,4091;0,37;0,2537;61;290;351
"8787";8787;"2012-01-06";1;1;1;22;0;5;1;1;0,36;0,3485;0,5;0,194;12;123;135
"4194";4194;"2011-06-28";3;0;6;15;0;2;1;1;0,86;0,7879;0,41;0;39;127;166
"9758";9758;"2012-02-16";1;1;2;12;0;4;1;3;0,32;0,3333;0,76;0,0896;1;44;45
"8748";8748;"2012-01-05";1;1;1;7;0;4;1;2;0,2;0,2273;0,69;0,0896;3;212;215
"2947";2947;"2011-05-07";2;0;5;16;0;6;0;1;0,6;0,6212;0,38;0,194;119;223;342
"4882";4882;"2011-07-27";3;0;7;7;0;3;1;1;0,72;0,6667;0,48;0,2537;34;313;347
"2692";2692;"2011-04-27";2;0;4;1;0;3;1;1;0,6;0,5606;0,83;0,2537;2;15;17
"14405";14405;"2012-08-28";3;1;8;9;0;2;1;2;0,7;0,6667;0,79;0,1642;44;351;395
"9699";9699;"2012-02-14";1;1;2;1;0;2;1;2;0,26;0,303;0,56;0;0;6;6
"11000";11000;"2012-04-08";2;1;4;11;0;0;0;1;0,5;0,4848;0,25;0,2836;195;209;404
"11927";11927;"2012-05-17";2;1;5;3;0;4;1;1;0,6;0,5909;0,73;0,2537;0;3;3
"2094";2094;"2011-04-02";2;0;4;2;0;6;0;1;0,24;0,2424;0,75;0,1343;1;20;21
"15500";15500;"2012-10-13";4;1;10;0;0;6;0;1;0,36;0,3636;0,57;0,0896;31;218;249
"12299";12299;"2012-06-01";2;1;6;15;0;5;1;3;0,72;0,6818;0,66;0,2836;45;213;258
"4223";4223;"2011-06-29";3;0;6;20;0;3;1;1;0,74;0,6515;0,37;0,2985;69;264;333
"8202";8202;"2011-12-13";4;0;12;9;0;2;1;1;0,26;0,2576;0,6;0,1642;10;223;233
"8764";8764;"2012-01-05";1;1;1;23;0;4;1;1;0,24;0,2576;0,7;0,1045;4;56;60
"9622";9622;"2012-02-10";1;1;2;20;0;5;1;2;0,32;0,3485;0,57;0;7;144;151
"3765";3765;"2011-06-10";2;0;6;18;0;5;1;1;0,8;0,7727;0,59;0,2239;96;367;463
"10737";10737;"2012-03-28";2;1;3;11;0;3;1;1;0,5;0,4848;0,42;0,3881;54;168;222
"10146";10146;"2012-03-03";1;1;3;19;0;6;0;1;0,46;0,4545;0,33;0,1642;34;191;225
"8261";8261;"2011-12-15";4;0;12;20;0;4;1;1;0,52;0,5;0,59;0,3284;12;209;221
"8022";8022;"2011-12-05";4;0;12;21;0;1;1;2;0,44;0,4394;0,88;0,0896;10;166;176
"7255";7255;"2011-11-03";4;0;11;21;0;4;1;1;0,4;0,4091;0,76;0,1343;4;140;144
"5515";5515;"2011-08-22";3;0;8;16;0;1;1;1;0,74;0,6515;0,3;0,3881;66;254;320
"13612";13612;"2012-07-26";3;1;7;8;0;4;1;2;0,7;0,6667;0,74;0,2537;49;680;729
"4471";4471;"2011-07-10";3;0;7;4;0;0;0;1;0,66;0,6212;0,69;0,0896;0;5;5
"6503";6503;"2011-10-03";4;0;10;12;0;1;1;2;0,4;0,4091;0,71;0,1343;29;118;147
"9787";9787;"2012-02-17";1;1;2;17;0;5;1;1;0,42;0,4242;0,32;0,3284;36;429;465
"15424";15424;"2012-10-09";4;1;10;20;0;2;1;2;0,5;0,4848;0,72;0,1642;30;330;360
"7054";7054;"2011-10-26";4;0;10;12;0;3;1;3;0,58;0,5455;0,53;0,2239;39;155;194
"2318";2318;"2011-04-11";2;0;4;11;0;1;1;2;0,6;0,5909;0,73;0,2985;45;59;104
"16046";16046;"2012-11-06";4;1;11;6;0;2;1;1;0,22;0,2273;0,69;0,1343;6;143;149
"5169";5169;"2011-08-08";3;0;8;6;0;1;1;1;0,7;0,6515;0,65;0,2836;8;87;95
"14364";14364;"2012-08-26";3;1;8;16;0;0;0;3;0,64;0,5758;0,89;0,2836;57;116;173
"4691";4691;"2011-07-19";3;0;7;8;0;2;1;2;0,76;0,7273;0,7;0,1642;31;381;412
"7852";7852;"2011-11-28";4;0;11;19;0;1;1;1;0,54;0,5152;0,73;0,2239;4;260;264
"10135";10135;"2012-03-03";1;1;3;8;0;6;0;3;0,36;0,3788;0,93;0;2;46;48
"5791";5791;"2011-09-03";3;0;9;17;0;6;0;1;0,72;0,6818;0,7;0,2239;170;201;371
"3487";3487;"2011-05-30";2;0;5;4;1;1;0;1;0,62;0,5455;0,94;0,1642;2;4;6
"11491";11491;"2012-04-28";2;1;4;23;0;6;0;2;0,38;0,3939;0,76;0,0896;5;37;42
"16358";16358;"2012-11-19";4;1;11;7;0;1;1;2;0,36;0,3333;0,66;0,2985;5;381;386
"13056";13056;"2012-07-03";3;1;7;4;0;2;1;1;0,68;0,6364;0,65;0,1045;0;6;6
"10104";10104;"2012-03-02";1;1;3;1;0;5;1;1;0,34;0,3182;0,49;0,2239;2;18;20
"16007";16007;"2012-11-04";4;1;11;15;0;0;0;1;0,4;0,4091;0,4;0,2239;149;300;449
"15618";15618;"2012-10-17";4;1;10;22;0;3;1;1;0,46;0,4545;0,88;0,2537;17;198;215
"13324";13324;"2012-07-14";3;1;7;8;0;6;0;1;0,62;0,5909;0,78;0,2836;33;118;151
"10581";10581;"2012-03-21";2;1;3;23;0;3;1;1;0,54;0,5152;0,77;0;37;88;125
"6214";6214;"2011-09-21";3;0;9;11;0;3;1;2;0,62;0,5758;0,83;0,1642;42;138;180
"7889";7889;"2011-11-30";4;0;11;8;0;3;1;1;0,28;0,2727;0,81;0,194;13;465;478
"9956";9956;"2012-02-24";1;1;2;20;0;5;1;1;0,44;0,4394;0,62;0,4179;8;159;167
"13065";13065;"2012-07-03";3;1;7;13;0;2;1;1;0,9;0,7727;0,25;0,1343;80;203;283
"10097";10097;"2012-03-01";1;1;3;18;0;4;1;1;0,54;0,5152;0,34;0,3582;27;498;525
"13050";13050;"2012-07-02";3;1;7;22;0;1;1;1;0,74;0,6667;0,51;0,1642;19;169;188
"13544";13544;"2012-07-23";3;1;7;12;0;1;1;2;0,8;0,7424;0,52;0,1642;109;205;314
"3576";3576;"2011-06-02";2;0;6;21;0;4;1;1;0,66;0,6212;0,31;0,194;33;215;248
"16189";16189;"2012-11-12";4;1;11;6;1;1;0;1;0,38;0,3939;0,87;0,1045;7;64;71
"12313";12313;"2012-06-02";2;1;6;5;0;6;0;1;0,5;0,4848;0,72;0,194;1;11;12
"3390";3390;"2011-05-26";2;0;5;3;0;4;1;1;0,6;0,5455;0,88;0,0896;0;4;4
"15281";15281;"2012-10-03";4;1;10;21;0;3;1;2;0,66;0,6212;0,74;0;14;195;209
"13386";13386;"2012-07-16";3;1;7;22;0;1;1;1;0,76;0,7121;0,62;0,0896;56;228;284
"1112";1112;"2011-02-19";1;0;2;1;0;6;0;1;0,46;0,4545;0,14;0,4179;10;21;31
"13862";13862;"2012-08-05";3;1;8;18;0;0;0;3;0,7;0,6667;0,74;0,1343;75;154;229
"15015";15015;"2012-09-22";3;1;9;19;0;6;0;1;0,7;0,6515;0,58;0,194;99;308;407
